"userid","variant","age","install_source","device_linked","week","hit_streak","claimed_reward","exercise_mins","days_exercised"
30,"Increased Rewards",18,"referred","Applewatch",2021-03-08,1,0,411,7
30,"Increased Rewards",18,"referred","Applewatch",2021-03-15,1,0,461,7
30,"Increased Rewards",18,"referred","Applewatch",2021-03-22,0,0,88,2
723,"Control",36,"referred","Applewatch",2021-03-01,0,0,29,1
723,"Control",36,"referred","Applewatch",2021-03-08,1,1,408,7
723,"Control",36,"referred","Applewatch",2021-03-15,1,0,363,7
723,"Control",36,"referred","Applewatch",2021-03-22,1,0,601,7
175,"Increased Rewards",30,"referred","Applewatch",2021-03-01,1,0,287,6
175,"Increased Rewards",30,"referred","Applewatch",2021-03-08,1,1,218,4
175,"Increased Rewards",30,"referred","Applewatch",2021-03-15,0,0,68,1
175,"Increased Rewards",30,"referred","Applewatch",2021-03-22,1,0,182,4
916,"Control",25,"referred","Applewatch",2021-03-01,1,0,595,7
916,"Control",25,"referred","Applewatch",2021-03-08,0,0,18,0
916,"Control",25,"referred","Applewatch",2021-03-15,1,0,387,7
916,"Control",25,"referred","Applewatch",2021-03-22,1,0,422,7
685,"Increased Rewards",25,"referred","FitBit",2021-03-01,1,0,727,7
685,"Increased Rewards",25,"referred","FitBit",2021-03-08,1,0,424,7
685,"Increased Rewards",25,"referred","FitBit",2021-03-15,1,0,319,6
685,"Increased Rewards",25,"referred","FitBit",2021-03-22,1,0,258,5
115,"Control",19,"referred","Applewatch",2021-03-01,1,0,150,3
115,"Control",19,"referred","Applewatch",2021-03-08,0,0,0,0
115,"Control",19,"referred","Applewatch",2021-03-15,1,0,425,7
115,"Control",19,"referred","Applewatch",2021-03-22,1,0,236,5
751,"Control",44,"organic","Applewatch",2021-03-01,1,0,491,7
751,"Control",44,"organic","Applewatch",2021-03-08,0,0,106,2
751,"Control",44,"organic","Applewatch",2021-03-15,1,1,405,7
751,"Control",44,"organic","Applewatch",2021-03-22,1,0,224,4
608,"Control",29,"referred","Applewatch",2021-03-01,1,1,319,6
608,"Control",29,"referred","Applewatch",2021-03-08,1,0,150,3
608,"Control",29,"referred","Applewatch",2021-03-15,1,0,150,3
608,"Control",29,"referred","Applewatch",2021-03-22,0,0,44,1
465,"Control",31,"referred","Applewatch",2021-03-01,1,1,765,7
465,"Control",31,"referred","Applewatch",2021-03-08,1,0,217,4
465,"Control",31,"referred","Applewatch",2021-03-15,1,0,738,7
465,"Control",31,"referred","Applewatch",2021-03-22,1,0,238,5
358,"Increased Rewards",31,"paid_ad","Applewatch",2021-03-01,1,1,530,7
358,"Increased Rewards",31,"paid_ad","Applewatch",2021-03-08,1,0,164,3
358,"Increased Rewards",31,"paid_ad","Applewatch",2021-03-15,1,0,359,7
358,"Increased Rewards",31,"paid_ad","Applewatch",2021-03-22,1,0,437,7
902,"Control",25,"referred","Applewatch",2021-03-01,0,0,126,3
902,"Control",25,"referred","Applewatch",2021-03-08,1,0,497,7
902,"Control",25,"referred","Applewatch",2021-03-15,1,1,403,7
902,"Control",25,"referred","Applewatch",2021-03-22,0,0,0,0
96,"Control",18,"referred","Applewatch",2021-03-01,1,0,322,6
96,"Control",18,"referred","Applewatch",2021-03-08,1,0,614,7
96,"Control",18,"referred","Applewatch",2021-03-15,1,0,150,3
96,"Control",18,"referred","Applewatch",2021-03-22,0,0,101,2
782,"Control",31,"referred","Garmin",2021-03-01,0,0,118,2
782,"Control",31,"referred","Garmin",2021-03-08,0,0,14,0
782,"Control",31,"referred","Garmin",2021-03-15,1,0,650,7
782,"Control",31,"referred","Garmin",2021-03-22,1,0,353,7
397,"Control",9,"referred","FitBit",2021-03-01,1,0,514,7
397,"Control",9,"referred","FitBit",2021-03-08,1,0,546,7
397,"Control",9,"referred","FitBit",2021-03-15,0,0,53,1
397,"Control",9,"referred","FitBit",2021-03-22,0,0,204,4
404,"Control",15,"referred","Applewatch",2021-03-01,1,0,338,7
404,"Control",15,"referred","Applewatch",2021-03-08,1,1,382,7
404,"Control",15,"referred","Applewatch",2021-03-15,1,0,554,7
404,"Control",15,"referred","Applewatch",2021-03-22,1,0,194,4
148,"Increased Rewards",18,"organic","Applewatch",2021-03-01,1,0,378,7
148,"Increased Rewards",18,"organic","Applewatch",2021-03-08,1,0,772,7
148,"Increased Rewards",18,"organic","Applewatch",2021-03-15,1,0,562,7
148,"Increased Rewards",18,"organic","Applewatch",2021-03-22,1,0,300,6
813,"Control",18,"referred","Applewatch",2021-03-01,1,0,241,5
813,"Control",18,"referred","Applewatch",2021-03-08,0,0,142,3
813,"Control",18,"referred","Applewatch",2021-03-15,1,1,241,5
813,"Control",18,"referred","Applewatch",2021-03-22,1,0,255,5
968,"Increased Rewards",30,"referred","Garmin",2021-03-01,1,0,150,3
968,"Increased Rewards",30,"referred","Garmin",2021-03-08,1,0,150,3
968,"Increased Rewards",30,"referred","Garmin",2021-03-15,1,0,440,7
968,"Increased Rewards",30,"referred","Garmin",2021-03-22,0,0,9,0
714,"Increased Rewards",44,"organic","Applewatch",2021-03-01,1,0,226,5
714,"Increased Rewards",44,"organic","Applewatch",2021-03-08,1,1,470,7
714,"Increased Rewards",44,"organic","Applewatch",2021-03-15,1,0,816,7
714,"Increased Rewards",44,"organic","Applewatch",2021-03-22,1,0,514,7
338,"Increased Rewards",14,"referred","Applewatch",2021-03-01,1,1,731,7
338,"Increased Rewards",14,"referred","Applewatch",2021-03-08,1,0,332,7
338,"Increased Rewards",14,"referred","Applewatch",2021-03-15,1,0,439,7
338,"Increased Rewards",14,"referred","Applewatch",2021-03-22,0,0,27,1
869,"Control",33,"referred","Applewatch",2021-03-01,0,0,131,3
869,"Control",33,"referred","Applewatch",2021-03-08,1,0,455,7
869,"Control",33,"referred","Applewatch",2021-03-15,1,0,339,7
869,"Control",33,"referred","Applewatch",2021-03-22,0,0,15,0
106,"Increased Rewards",37,"referred","Applewatch",2021-03-01,1,0,527,7
106,"Increased Rewards",37,"referred","Applewatch",2021-03-08,1,0,424,7
106,"Increased Rewards",37,"referred","Applewatch",2021-03-15,1,0,163,3
106,"Increased Rewards",37,"referred","Applewatch",2021-03-22,1,1,726,7
11,"Increased Rewards",19,"referred","Applewatch",2021-03-01,1,0,474,7
11,"Increased Rewards",19,"referred","Applewatch",2021-03-08,1,0,228,5
11,"Increased Rewards",19,"referred","Applewatch",2021-03-15,1,1,150,3
11,"Increased Rewards",19,"referred","Applewatch",2021-03-22,0,0,0,0
625,"Control",28,"referred","Applewatch",2021-03-01,1,0,555,7
625,"Control",28,"referred","Applewatch",2021-03-08,0,0,88,2
625,"Control",28,"referred","Applewatch",2021-03-15,0,0,118,2
625,"Control",28,"referred","Applewatch",2021-03-22,1,0,152,3
364,"Control",37,"organic","Applewatch",2021-03-01,1,1,354,7
364,"Control",37,"organic","Applewatch",2021-03-08,1,0,424,7
364,"Control",37,"organic","Applewatch",2021-03-15,1,0,285,6
364,"Control",37,"organic","Applewatch",2021-03-22,1,0,510,7
705,"Control",26,"organic","Applewatch",2021-03-01,0,0,130,3
705,"Control",26,"organic","Applewatch",2021-03-08,1,1,288,6
705,"Control",26,"organic","Applewatch",2021-03-15,1,1,150,3
705,"Control",26,"organic","Applewatch",2021-03-22,1,0,511,7
403,"Increased Rewards",26,"organic","Garmin",2021-03-01,1,1,150,3
403,"Increased Rewards",26,"organic","Garmin",2021-03-08,1,0,326,7
403,"Increased Rewards",26,"organic","Garmin",2021-03-15,1,0,217,4
403,"Increased Rewards",26,"organic","Garmin",2021-03-22,1,0,394,7
461,"Increased Rewards",32,"referred","Applewatch",2021-03-01,1,0,285,6
461,"Increased Rewards",32,"referred","Applewatch",2021-03-08,1,1,680,7
461,"Increased Rewards",32,"referred","Applewatch",2021-03-15,1,0,359,7
461,"Increased Rewards",32,"referred","Applewatch",2021-03-22,1,0,378,7
704,"Increased Rewards",28,"referred","Applewatch",2021-03-01,1,0,363,7
704,"Increased Rewards",28,"referred","Applewatch",2021-03-08,1,1,327,7
704,"Increased Rewards",28,"referred","Applewatch",2021-03-15,1,0,255,5
704,"Increased Rewards",28,"referred","Applewatch",2021-03-22,0,0,146,3
31,"Increased Rewards",23,"referred","Applewatch",2021-03-01,1,0,501,7
31,"Increased Rewards",23,"referred","Applewatch",2021-03-08,1,0,150,3
31,"Increased Rewards",23,"referred","Applewatch",2021-03-15,1,0,539,7
31,"Increased Rewards",23,"referred","Applewatch",2021-03-22,1,0,357,7
655,"Control",27,"referred","Applewatch",2021-03-01,1,1,394,7
655,"Control",27,"referred","Applewatch",2021-03-08,1,1,150,3
655,"Control",27,"referred","Applewatch",2021-03-15,0,0,33,1
655,"Control",27,"referred","Applewatch",2021-03-22,1,1,523,7
661,"Control",47,"organic","Applewatch",2021-03-01,1,1,250,5
661,"Control",47,"organic","Applewatch",2021-03-08,1,1,403,7
661,"Control",47,"organic","Applewatch",2021-03-15,0,0,108,2
661,"Control",47,"organic","Applewatch",2021-03-22,1,1,150,3
16,"Control",37,"organic","Applewatch",2021-03-01,0,0,0,0
16,"Control",37,"organic","Applewatch",2021-03-08,1,0,150,3
16,"Control",37,"organic","Applewatch",2021-03-15,0,0,28,1
16,"Control",37,"organic","Applewatch",2021-03-22,1,1,546,7
420,"Control",20,"referred","Applewatch",2021-03-01,1,0,526,7
420,"Control",20,"referred","Applewatch",2021-03-08,0,0,17,0
420,"Control",20,"referred","Applewatch",2021-03-15,0,0,176,4
420,"Control",20,"referred","Applewatch",2021-03-22,1,0,650,7
882,"Increased Rewards",17,"referred","Applewatch",2021-03-01,1,1,563,7
882,"Increased Rewards",17,"referred","Applewatch",2021-03-08,1,0,591,7
882,"Increased Rewards",17,"referred","Applewatch",2021-03-15,1,1,344,7
882,"Increased Rewards",17,"referred","Applewatch",2021-03-22,1,0,237,5
417,"Control",25,"referred","FitBit",2021-03-01,1,0,519,7
417,"Control",25,"referred","FitBit",2021-03-08,1,0,445,7
417,"Control",25,"referred","FitBit",2021-03-15,0,0,174,3
417,"Control",25,"referred","FitBit",2021-03-22,1,0,150,3
464,"Increased Rewards",41,"referred","FitBit",2021-03-01,1,0,649,7
464,"Increased Rewards",41,"referred","FitBit",2021-03-08,1,1,150,3
464,"Increased Rewards",41,"referred","FitBit",2021-03-15,0,0,64,1
464,"Increased Rewards",41,"referred","FitBit",2021-03-22,1,1,150,3
412,"Control",31,"referred","Applewatch",2021-03-01,1,0,372,7
412,"Control",31,"referred","Applewatch",2021-03-08,1,1,431,7
412,"Control",31,"referred","Applewatch",2021-03-15,0,0,112,2
412,"Control",31,"referred","Applewatch",2021-03-22,1,0,519,7
810,"Control",22,"organic","Applewatch",2021-03-01,1,1,270,5
810,"Control",22,"organic","Applewatch",2021-03-08,1,0,150,3
810,"Control",22,"organic","Applewatch",2021-03-15,0,0,169,3
810,"Control",22,"organic","Applewatch",2021-03-22,0,0,94,2
524,"Increased Rewards",37,"referred","Applewatch",2021-03-01,1,0,280,6
524,"Increased Rewards",37,"referred","Applewatch",2021-03-08,1,0,214,4
524,"Increased Rewards",37,"referred","Applewatch",2021-03-15,1,0,506,7
524,"Increased Rewards",37,"referred","Applewatch",2021-03-22,1,0,340,7
437,"Increased Rewards",27,"referred","Applewatch",2021-03-01,1,0,542,7
437,"Increased Rewards",27,"referred","Applewatch",2021-03-08,1,0,192,4
437,"Increased Rewards",27,"referred","Applewatch",2021-03-15,1,0,193,4
437,"Increased Rewards",27,"referred","Applewatch",2021-03-22,1,0,367,7
732,"Increased Rewards",18,"referred","FitBit",2021-03-01,1,0,540,7
732,"Increased Rewards",18,"referred","FitBit",2021-03-08,1,0,150,3
732,"Increased Rewards",18,"referred","FitBit",2021-03-15,1,0,286,6
732,"Increased Rewards",18,"referred","FitBit",2021-03-22,1,0,424,7
562,"Increased Rewards",33,"organic","Applewatch",2021-03-01,0,0,39,1
562,"Increased Rewards",33,"organic","Applewatch",2021-03-08,1,0,334,7
562,"Increased Rewards",33,"organic","Applewatch",2021-03-15,0,0,74,1
562,"Increased Rewards",33,"organic","Applewatch",2021-03-22,1,0,202,4
204,"Control",43,"referred","FitBit",2021-03-01,0,0,88,2
204,"Control",43,"referred","FitBit",2021-03-08,0,0,155,3
204,"Control",43,"referred","FitBit",2021-03-15,1,0,561,7
204,"Control",43,"referred","FitBit",2021-03-22,1,0,568,7
720,"Control",33,"referred","Applewatch",2021-03-01,1,0,162,3
720,"Control",33,"referred","Applewatch",2021-03-08,1,0,150,3
720,"Control",33,"referred","Applewatch",2021-03-15,1,0,450,7
720,"Control",33,"referred","Applewatch",2021-03-22,1,0,602,7
965,"Control",30,"referred","Applewatch",2021-03-01,1,1,564,7
965,"Control",30,"referred","Applewatch",2021-03-08,1,0,464,7
965,"Control",30,"referred","Applewatch",2021-03-15,1,0,628,7
965,"Control",30,"referred","Applewatch",2021-03-22,1,0,483,7
624,"Increased Rewards",22,"referred","FitBit",2021-03-01,1,0,150,3
624,"Increased Rewards",22,"referred","FitBit",2021-03-08,1,1,150,3
624,"Increased Rewards",22,"referred","FitBit",2021-03-15,1,0,502,7
624,"Increased Rewards",22,"referred","FitBit",2021-03-22,1,0,293,6
384,"Control",34,"referred","Applewatch",2021-03-01,1,0,150,3
384,"Control",34,"referred","Applewatch",2021-03-08,0,0,125,2
384,"Control",34,"referred","Applewatch",2021-03-15,0,0,192,4
384,"Control",34,"referred","Applewatch",2021-03-22,1,0,473,7
122,"Control",18,"referred","Applewatch",2021-03-01,0,0,0,0
122,"Control",18,"referred","Applewatch",2021-03-08,1,1,438,7
122,"Control",18,"referred","Applewatch",2021-03-15,0,0,15,0
122,"Control",18,"referred","Applewatch",2021-03-22,0,0,67,1
399,"Control",13,"referred","Applewatch",2021-03-01,0,0,167,3
399,"Control",13,"referred","Applewatch",2021-03-08,1,0,468,7
399,"Control",13,"referred","Applewatch",2021-03-15,1,1,426,7
399,"Control",13,"referred","Applewatch",2021-03-22,1,1,442,7
634,"Control",28,"referred","Applewatch",2021-03-01,1,0,262,5
634,"Control",28,"referred","Applewatch",2021-03-08,0,0,54,1
634,"Control",28,"referred","Applewatch",2021-03-15,0,0,72,1
634,"Control",28,"referred","Applewatch",2021-03-22,1,0,150,3
315,"Increased Rewards",28,"organic","Applewatch",2021-03-01,0,0,209,4
315,"Increased Rewards",28,"organic","Applewatch",2021-03-08,1,1,377,7
315,"Increased Rewards",28,"organic","Applewatch",2021-03-15,1,0,150,3
315,"Increased Rewards",28,"organic","Applewatch",2021-03-22,1,0,422,7
259,"Control",51,"organic","Applewatch",2021-03-01,0,0,149,3
259,"Control",51,"organic","Applewatch",2021-03-08,1,0,463,7
259,"Control",51,"organic","Applewatch",2021-03-15,1,0,596,7
259,"Control",51,"organic","Applewatch",2021-03-22,1,0,401,7
494,"Increased Rewards",17,"referred","Applewatch",2021-03-01,1,1,315,6
494,"Increased Rewards",17,"referred","Applewatch",2021-03-08,1,0,744,7
494,"Increased Rewards",17,"referred","Applewatch",2021-03-15,0,0,31,1
494,"Increased Rewards",17,"referred","Applewatch",2021-03-22,1,0,218,4
780,"Increased Rewards",30,"referred","FitBit",2021-03-01,1,0,468,7
780,"Increased Rewards",30,"referred","FitBit",2021-03-08,1,0,424,7
780,"Increased Rewards",30,"referred","FitBit",2021-03-15,1,0,348,7
780,"Increased Rewards",30,"referred","FitBit",2021-03-22,1,0,519,7
48,"Increased Rewards",36,"referred","Applewatch",2021-03-01,1,0,480,7
48,"Increased Rewards",36,"referred","Applewatch",2021-03-08,0,0,134,3
48,"Increased Rewards",36,"referred","Applewatch",2021-03-15,1,1,376,7
48,"Increased Rewards",36,"referred","Applewatch",2021-03-22,1,0,150,3
331,"Increased Rewards",39,"referred","Applewatch",2021-03-01,1,0,435,7
331,"Increased Rewards",39,"referred","Applewatch",2021-03-08,1,1,408,7
331,"Increased Rewards",39,"referred","Applewatch",2021-03-15,1,0,175,4
331,"Increased Rewards",39,"referred","Applewatch",2021-03-22,1,0,259,5
100,"Increased Rewards",28,"referred","Applewatch",2021-03-01,1,0,570,7
100,"Increased Rewards",28,"referred","Applewatch",2021-03-08,1,0,150,3
100,"Increased Rewards",28,"referred","Applewatch",2021-03-15,1,0,446,7
100,"Increased Rewards",28,"referred","Applewatch",2021-03-22,0,0,37,1
108,"Increased Rewards",21,"referred","Applewatch",2021-03-01,1,0,150,3
108,"Increased Rewards",21,"referred","Applewatch",2021-03-08,1,0,222,4
108,"Increased Rewards",21,"referred","Applewatch",2021-03-15,1,0,190,4
108,"Increased Rewards",21,"referred","Applewatch",2021-03-22,1,1,399,7
301,"Increased Rewards",28,"paid_ad","Applewatch",2021-03-01,1,0,297,6
301,"Increased Rewards",28,"paid_ad","Applewatch",2021-03-08,1,0,492,7
301,"Increased Rewards",28,"paid_ad","Applewatch",2021-03-15,1,0,152,3
301,"Increased Rewards",28,"paid_ad","Applewatch",2021-03-22,0,0,77,2
10,"Control",47,"referred","FitBit",2021-03-01,0,0,101,2
10,"Control",47,"referred","FitBit",2021-03-08,1,0,466,7
10,"Control",47,"referred","FitBit",2021-03-15,1,0,557,7
10,"Control",47,"referred","FitBit",2021-03-22,1,0,380,7
697,"Control",33,"organic","Applewatch",2021-03-01,1,0,210,4
697,"Control",33,"organic","Applewatch",2021-03-08,1,0,518,7
697,"Control",33,"organic","Applewatch",2021-03-15,1,0,423,7
697,"Control",33,"organic","Applewatch",2021-03-22,1,0,417,7
851,"Increased Rewards",9,"referred","Applewatch",2021-03-01,1,1,290,6
851,"Increased Rewards",9,"referred","Applewatch",2021-03-08,1,0,286,6
851,"Increased Rewards",9,"referred","Applewatch",2021-03-15,1,0,150,3
851,"Increased Rewards",9,"referred","Applewatch",2021-03-22,1,1,412,7
980,"Control",42,"referred","Applewatch",2021-03-01,1,0,150,3
980,"Control",42,"referred","Applewatch",2021-03-08,0,0,65,1
980,"Control",42,"referred","Applewatch",2021-03-15,1,0,651,7
980,"Control",42,"referred","Applewatch",2021-03-22,1,0,636,7
402,"Control",34,"referred","Applewatch",2021-03-01,1,0,440,7
402,"Control",34,"referred","Applewatch",2021-03-08,1,0,572,7
402,"Control",34,"referred","Applewatch",2021-03-15,0,0,73,1
402,"Control",34,"referred","Applewatch",2021-03-22,1,0,288,6
889,"Control",28,"organic","Applewatch",2021-03-01,0,0,3,0
889,"Control",28,"organic","Applewatch",2021-03-08,1,0,628,7
889,"Control",28,"organic","Applewatch",2021-03-15,1,0,613,7
889,"Control",28,"organic","Applewatch",2021-03-22,0,0,28,1
804,"Increased Rewards",28,"organic","FitBit",2021-03-01,1,0,150,3
804,"Increased Rewards",28,"organic","FitBit",2021-03-08,1,0,150,3
804,"Increased Rewards",28,"organic","FitBit",2021-03-15,1,0,482,7
804,"Increased Rewards",28,"organic","FitBit",2021-03-22,1,0,408,7
925,"Increased Rewards",27,"organic","Applewatch",2021-03-01,1,0,382,7
925,"Increased Rewards",27,"organic","Applewatch",2021-03-08,1,0,150,3
925,"Increased Rewards",27,"organic","Applewatch",2021-03-15,1,0,150,3
925,"Increased Rewards",27,"organic","Applewatch",2021-03-22,1,0,624,7
395,"Increased Rewards",31,"organic","Applewatch",2021-03-01,1,1,255,5
395,"Increased Rewards",31,"organic","Applewatch",2021-03-08,1,0,221,4
395,"Increased Rewards",31,"organic","Applewatch",2021-03-15,1,0,309,6
395,"Increased Rewards",31,"organic","Applewatch",2021-03-22,1,0,150,3
986,"Control",24,"referred","Applewatch",2021-03-01,0,0,156,3
986,"Control",24,"referred","Applewatch",2021-03-08,1,1,209,4
986,"Control",24,"referred","Applewatch",2021-03-15,0,0,0,0
986,"Control",24,"referred","Applewatch",2021-03-22,1,1,334,7
8,"Increased Rewards",31,"organic","Applewatch",2021-03-01,1,0,254,5
8,"Increased Rewards",31,"organic","Applewatch",2021-03-08,0,0,115,2
8,"Increased Rewards",31,"organic","Applewatch",2021-03-15,1,0,370,7
8,"Increased Rewards",31,"organic","Applewatch",2021-03-22,1,0,479,7
261,"Increased Rewards",20,"paid_ad","Applewatch",2021-03-01,1,0,261,5
261,"Increased Rewards",20,"paid_ad","Applewatch",2021-03-08,1,0,718,7
261,"Increased Rewards",20,"paid_ad","Applewatch",2021-03-15,1,0,204,4
261,"Increased Rewards",20,"paid_ad","Applewatch",2021-03-22,1,0,382,7
541,"Increased Rewards",31,"organic","Applewatch",2021-03-01,1,0,296,6
541,"Increased Rewards",31,"organic","Applewatch",2021-03-08,1,0,620,7
541,"Increased Rewards",31,"organic","Applewatch",2021-03-15,1,0,555,7
541,"Increased Rewards",31,"organic","Applewatch",2021-03-22,1,0,292,6
306,"Increased Rewards",39,"referred","Applewatch",2021-03-01,0,0,24,0
306,"Increased Rewards",39,"referred","Applewatch",2021-03-08,1,0,379,7
